evaluation,label
超高性价比！性价比简直是无敌！虽然造工比不上大品牌，但价格低啊，找不到比这便宜的了。不过想看的都要会员啊，晒单送我3年会员试试看好啦?！,正面
双十一的时候给自家买了台55x3邻居看到后很喜欢，双十二让我帮他买了台43的，还不错支持暴风,正面
值得购买,正面
性价比很高！,正面
不错,正面
非常好，好评,正面
宝贝很好哟，买之前一直担心电视的质量问题，用了一段时间后才明白那是多余的担心，质量没有任何问题，杠杠的，值得信赖。,正面
老品牌，我信任，看着不错啊。,正面
很轻 感觉 挺单薄 不过价格也便宜 对得起 这个价格了,正面
送货快服务及时，态度很好，非常满意！,正面
12月4日零点抢的，12月5日中午前就送到，刚买完的第二天早上8点半就有客服打电话过来确认订单的情况 及物流的时间选择发送，虽然时间太早，但还是感觉很贴心。第二，收到货后，马上打创维的客服热线，下午4点左右不到就家来安装完毕。整个购物体验非常棒。安装的师付也说这电视不错。就是后来加了一条创维的原厂线158元的高清线。以前机顶盒不是高清线。所以，我还是给了5分。,正面
飞利浦的电器不用说 ，质量杠杠的,正面
东西不错，值得拥有。。。。。q,正面
送给姐姐乔迁新居的礼物，今天到货并安装好了。京东服务非常细心，电视也完好正常，姐姐很满意!,正面
画面清楚、质量保证,正面
画面清晰 师傅安装很好很快 满意,正面
双11 949元买的，价格实惠，能用就行。,正面
显示效果很棒，音质一般般！放在店里用，屏幕大，性价比还可以吧，虽然别其他品牌的贵一点，但资源多！整体做工一般，塑料感挺强的，家里用的话不建议这款！接口比较丰富。整体中规中矩！晒图的视频是超清画质，开启杜比音效的效果，供大家参考！ 晒单： 收起 向左转 向右转,正面
挺好的,正面
东西不错，就是货运特别慢，多次打电话才送到。,正面
挺好的,正面
老家乡里的电视被小娃娃弄坏了，一直都想换一个新电视 在京东上看了又看等到双十一的时候也没下手心里还有些后悔 直到前几天看到风行电视在搞活动果断下单 昨晚师傅送货到家安装好了 电视效果不错 清晰 声音洪亮 物美价廉 希望风行能够越做越好 越做越大,正面
刚开箱试机，屏幕质地很好，画面清淅度高，功能很全，这个价格很值了！,正面
便宜实惠，就是色彩的鲜艳度差了点，如果要求不高还是可以接受的,正面
还是不错的，反应还是比较快的！！！ 晒单： 收起 向左转 向右转 2017-12-10 21:54:20 追加： 电视外观挺不错的，玫瑰金的边框彰显美感。电视遥控操作起来也很方便，遥控器不错，比较灵敏！还会继续购买！！ 收起 向左转 向右转,正面
正品，很好，经常买,正面
不错,正面
还不错。性价比挺高的,正面
果然超薄，也没有太多发热，双十二下单，除了送货时间久点，其他都不错,正面
不错,正面
电视不错，大品牌没问题，比较清晰,正面
使用了两周，效果不错,正面
物流就是赞。服务态度好 ，开箱检查确保没问题。已上电测试，没问题，清晰度好。,正面
电视还没安装，等待安装。不过看着挺好的,正面
确实是没有辜负期望，值得购买，信赖大！,正面
给父母买的，还不错。不亏是小米。,正面
物流可以，装机也快捷，不错,正面
快递送货快，售后服务态度很好，安装师傅上门安装，耐心细致讲解疑问。电视清晰度高，音质不错。暂时没有发现问题。,正面
相信创维的品质，所以购买。收到货比较满意，边缘即使有一点没有全屏，不影响视觉，取出电视后会有指纹留在电视屏幕上面，一般的布可以擦处，比电脑屏幕容易擦拭，其实可以打包出售贴膜，这样小孩子不会好奇一直留指纹到屏幕上，擦拭更容易。遥控比较好用，不看说明书都会使用了，这一点出比我想象的好。视觉满意，在意听觉效果的需要加上音响。本来担心电视会碎屏，收快递现场验货没有这个问题，满意的一次购物！,正面
电视机不错，就是买小了，夏普是没有退换这一说的，除非是大问题，让师傅开签定单，自己的原因，莫得法子，服务和性能肯定都是好评的，相信京东，全部的大件都是京东自营，?东继续加油哦?懒得拍照片，就只拍了一下空调的，嘿嘿,正面
值得购买！功能强大，效果非常不错！,正面
宝贝收到了，包装很完整价格实惠，非常满意的一次购物经历！,正面
宝贝一级棒！师傅也太负责了！好评！,正面
电视质量不错，色彩鲜艳 ，放客厅刚刚好，客服态度也不错。,正面
挺好的，性价比高,正面
，电视机很好。价格便宜服务好，电视显示效果还可以，,正面
电视不错的。送货上门，暂时还没有安装,正面
本人双11买的 这个电视 外观好看 档次高 我的型号是创维65寸H7超薄的 昨天刚开机 电视给我感觉就是小了一点 我本来打算放客厅 现在放 卧室了 我房间要买创维100寸的蓝牙遥控器 随意切换一点都不卡，点什么都是秒出来 好看 大气我还要 再买一台100寸的.真的好喜欢他的架子 就是好看 不卡 大气 买的你放心 买的你安心 买的你绝对不后悔走过路过 千万别错过 支持买 买买 差不多了 我去忙了 非常好,正面
电视收到了显示屏非常清晰，价钱实惠非常满意,正面
物流客服都很给力，比想象的还大，画面也清晰。,正面
曲屏就是比一般的屏清晰，价格还不贵,正面
年会奖品，屏幕色彩不错,正面
终于等到了他的到来，还没看呢，但是之前的小米电视感觉不错,正面
物流就是快 东西也是正品,正面
电视和想象的差不多！海尔大品牌，值得信赖，客服态度好！有啥事立马解决！非常喜欢，值得大家购买，过几天追评,正面
觉得是物有所值，首先送货速度和送货态度都非常满意，然后打开电视，确实做工精细，画面流畅清晰，操作也很人性化。总之，比较满意！,正面
性价比超高，非常划算，而且机器也不错，满意！,正面
物超所值,正面
开箱通电后没啥问题，送货的师傅还是很负责的。曲面屏的确上档次。自己上几颗螺丝安装了，希望不要出问题。,正面
"今天下单中午就到,速度快,下午马上安装!晚上就能看!神速!",正面
感觉不错，装起来美的很，现在只想看电视了，什么都不想干,正面
还很便宜值得这个价格很好,正面
产品很好，目前很满意。但我支付的2年售后服务没有任何凭证，我不知如何取得，请告知,正面
挺不错的，价钱实惠,正面
漂亮，大气，物超所值！,正面
东西不错。很薄很轻。,正面
送货上门超级快，特别给力，自己装上了，特省事特方便，真的太超值了，爸妈特别喜欢。电视操作很简单，主要遥控器方便。视频好多电视剧，可以开开心心大屏追剧。哈哈哈哈哈京东就是快，风行就是好,正面
物美价廉哈，真行不错，下次自己房间再买,正面
物流很快，显示效果也非常不错。,正面
用过一段时间，才来评价。电视很清晰，设计漂亮。很满意的一次购物，感谢京东！谢谢送货小哥！,正面
很好，两点下单上午就到了，服务很好。,正面
京东超级会员，在京东买了好多东西，一直很好，售后还是物流都很满意，东西超级喜欢,正面
物流很快，到货后，第二天安装，用的WiFi看，效果不错。3999买的，物有所值，比去商场买感觉省时，省力，省不省钱，目前不知，估计应该贵不到哪去，也懒的去比价了。,正面
产品质量可以,正面
电视机效果非常好，颜色出彩。画面清晰流畅。另外客服七喜、阳光、坚果的服务也很到位，棒棒哒。,正面
硬屏的图像清晰，性价比高，希望后期不要出什么质量问题,正面
妈妈说，电视机不错，用一段时间再说呗,正面
电视机很满意，大小也正好，画质，音色都不错，很棒。 另外橘子，西瓜客服棒棒哒,正面
不错的小米电视，便宜！质量也不错哦！性价比很高 晒单： 收起 向左转 向右转,正面
东西收到了快递很给力，就是什么配件都没有，连最起码的数据线都没有,正面
挺好的！跟想象中的差不多！物流也快！送货师傅也很好！,正面
整体效果很好，性价比超高！,正面
安装师傅很负责，说是空心墙，多加了几颗螺丝固定。电视试看了下感觉不错。 晒单： 收起 向左转 向右转,正面
挺好的,正面
电视非常好，京东送货非常快，安装师傅也非常负责，态度很好，屏幕非常清晰，价格也非常合理，主要给孩子买来看动画片，不愧是4k非常清楚，孩子很喜欢，而且非常薄，总之非常满意,正面
很好用，色彩很好，简单易用,正面
电视给父母买的，父母觉得很满意,正面
给妈妈买的送货超级快，免费安装，送货人员服务也很热情，安装师傅很用心，给妈妈耐心讲解，妈妈说画面很清晰，内容也很丰富，在家里放着也不大，不占地方，挺好的电视,正面
就不上图了 一句话还不错,正面
卧室用的，画面挺清晰，但是不能离近看，否则颜色会很诡异，安装师傅挺好的,正面
京东就是好，速度快，送货师傅认真负责，售后安装态度好,正面
非常满意，双十二抢的，卧室以后也买这种,正面
还可以吧！还没用 看着挺不错的！物流也挺快 ！,正面
东西很好，经常在京东买东西……,正面
1.新疆的，送货很及时，态度也很不错。2.安装需要安装费，可能是比较远，不过没有让他安装，自己装的。3.电视很清晰但有时屏幕下面部分有些许花，时间很短，可能是网的问题，过段时间再看看。,正面
双12买的电视～发货速度很快～第二天就送到家里了～当时打电话安装师傅很快就到了～外观很漂亮～图像清楚！关键是前期服务确实不错～,正面
海尔大品牌。售后不错，用着放心。,正面
快递服务好，好高大,正面
实惠值得购买，性价比高，下次再光顾,正面
电视收到了，画面超清晰,正面
早上下单，一天后就收到货。自己拿着底座装好，第二天早晨起来打开电视看了两个大片，色彩绚丽，音质很好，非常满意！,正面
电视不错，后面的借口有弊端，电视挂墙后连线顶着墙了！,正面
电视机不错，音响效果好，画质清晰。我是双十一买的，双12的前两天我才收到货，打了好多投诉电话，让我很不开心，耽误了一个月的时间。安装工得态度不错，服务也好，给安装工点个赞?,正面
送货快，安装快！,正面
大品牌 防静电包装 值得信赖！,正面
暴风电视蛮清楚的，外观也漂亮，性价比可以,正面
看起来还不错，电视剧很大的,正面
很好的购物体验，产品更是没得说，画质，音质，绝对是物超所值！！,正面
今天刚收到货，还不错,正面
电视已经收到货，整体来说，操作界面很清晰，很简洁。会用普通电视遥控器，就能熟练操作风行电视。电视画面非常清晰，应用包含许多内容，比如，电影，综艺，幼儿卡通等等。屏幕大，我今年双12下的单，活动价买的非常超值，晒单还给价值1500多元的风行3年的金牌会员，更超值啦。这个电视值得购买，一定推荐给身边的朋友。,正面
我老妈可喜欢这电视了，不错，不错，五星好评,正面
电视到了，很不错，安装很方便。但是送儿童会员月卡还没送，客服说到时会发短信给我,正面
就是薄，看着非常不错。,正面
挺好的，是我喜欢的！,正面
东西收到了，京东发货太快了，不错！,正面
非常好的电视使用满意,正面
不错！很好用！视觉效果很棒！,正面
电视不错，很喜欢,正面
双十二抢购，价格很优惠，第二天就送到安装，特意用了几天才来评价。39寸放小客厅里正好，画面清晰，资源丰富，是部值得推荐的好电视！,正面
屏幕非常清晰,正面
物超所值 晒单： 收起 向左转 向右转,正面
物流快，大电视看着就是舒服！,正面
京东客服商家客服都好！电视有点问题当天反馈第二天就来换新！售后好！打电话就来！京东值得信赖！,正面
不错，值。,正面
电视还没开始用，今天师傅上门安装在了墙上，超赞！,正面
小米官网比这里贵一块钱，嘟嘟嘟诺诺头，用起来非常好。祝福我俩同学看着电视和和美美，幸福永久！,正面
好 挺不错的 很薄不占地方,正面
不错，很好，性价比很高，值得推荐购买，做工精致,正面
好，用了很长时间才来评论，很清晰,正面
买给爸妈还不错,正面
东西十分不错，很实用，还会再买,正面
真的，很好，京东快递不用说，两天就到了，送货上门，服务态度很好，这电视买值了，很清晰，儿子挺喜欢看电视的，连接无线网是也挺流畅的，特地使用几天之后再来评价的，,正面
电视很棒。,正面
价格便宜，值得购买,正面
饥饿营销，永远都是抢购的节奏，性价比还是挺高的，至于质量只有用过的才知道！,正面
70寸，刚好够大。清晰度不错，希望质量没问题！ 晒单： 收起 向左转 向右转,正面
不错不错,正面
一共买了六台，创维的电视值得信赖，客服的态度也是棒棒的,正面
外观很不错，开机速度快，重要的是没有广告了！ 面板还过得去 资源有待体验 乐视可以下岗了,负面
物流速度快，质量也不错啊，开机没有广告，性价比很高。视频内容丰富，体育资源有些缺乏。整体体验不错，尺寸确实有点大，还没有用，过段时间再评论。,负面
"先订了小米4已下单但没货就退了，刚好微鲸55D2UK搞促销，只要两⑨⑨⑧，就下单了。第三天大件物流送货上门，拆包装接电测试没问题，第四天送的挂架才由京东送来，第5天预约了安装时间，第7填师傅上门安装，有挂架只收安装费壹佰。打眼，挂架，接电，联网，连蓝牙遥控器，测试，OK，完美。我的买点：1、IPS硬屏，6ms,4k高清，可外接电脑（有图）；2、接口齐全，HDMI*2，USB3.0*2，USB无线键盘鼠标测试没问题；3、支持安装自选APP（无线网络安装方式+U盘安装方式）；4、蓝牙语音遥控，有点AI的感觉。5、开机无广告，如果品牌LOGO不算的话。 不足之处：1、内容还是差了点，还好我自己安装的腾讯视频，买了VIP；2、外接电脑声音有失真，例如央视影音；3、无电视直播功能，官方APP里的电视猫分辨率太低，惨不忍睹，自己安装央视影音不能用！？？？4、启动还是有点慢，30秒以上。 用过一周再来追评。好久每认真晒单了。不完全为了晒单得赠品。",负面
先提醒一点，电视外接音响要买的人仔细研究下。 正文，昨晚下单，今天就收到了。速度真是没得说。 拿到了，外观什么的非常好。 趁着师傅没走赶快开机试一下，开机非常快，画面也很好，不过因为我对色彩不敏感，觉得各个厂家差不多的感觉，但是画面非常流畅，不卡顿。这点我非常在乎。不过自带的影院啊之类的，大部分都要求vip，我没有，所以看不到4k效果，但是应该可以。 自带音响，中规中矩吧，好像没有别人说的好。而且，到现在没连接上我的漫步者，这个非常不满意，因为看到网上说好像普通3.5mm的连不上或者连上了声音小。希望厂家接下来开发的电视有改进。不知道我要不要换个音响。其他的用用再说。 放在地上的是跟我混了两年的tcl，天气受潮，修了一次，下岗了。 最后，我也觉得底座不算太稳，凑合着用。,负面
遥控器不好用 2米距离有时候不灵敏 用卫星电视看电视的时候只有一个喇叭有声音 电视自带系统电影权限太少,负面
一般般，没啥大片，还不如选小米,负面
一直在关注微鲸电视，直到京东618搞活动就开始下单，平时上班忙，在雷鸟和微鲸里选了微鲸，主要是考虑微鲸的屏幕IPS的感觉要好一点，京东送货师傅真师傅直接一个人背着电视就上楼了，辛苦了！电视到客厅就打开验货，质量没有问题。全黑背景下有些微漏光不过平时完全感觉不到，电视很大IPS的屏色彩真的不错，唯一缺点可能是没有运动补偿吧不过还好了，这价格，音响效果还行不过低音不是特别足，自己外接音响搞定，还没买电视柜之前的茶几太小了直接用电视箱子当垫的架子哈哈。 节目蛮多的大多是腾讯源（然而不是全部的腾讯源都有），语音控制很好用虽然只能用于电视自己的系统（第三方APP不支持语音，比如B站搜东西比较麻烦） 我买的是微鲸 （WHALEY）55D2UK 55英寸 4K超高清 超薄 2G+16G 人工智能语音互联网LED液晶平板电视机（金色） 总之非常好评，这价格很实惠了,负面
一直在很多电视机之间选择，最后还是选择了微鲸，毕竟硬件上的差距还是拉开同档次的竞品不少，前面就知道这个牌子当时的价格比现在还便宜。。。没想到这个还能涨价的，不过也好，保值。希望不要漏光。硬件肯定没得说。就希望网络能好一点。资源丰富一点。售后稳一点。,负面
窄边框，简单漂亮，色彩宽容度都蛮不错的，送一年会员，内容蛮新的，不过4k片源不是很好，总的来说性价比高，虽然不是最优价时入的，不过也算蛮划算了，等下了4k片源再看看4k效果。,负面
之前买了部海尔55的4k电视电视，系统太卡了，果断退货，对比了小米乐视，同价位，性价比最高的是微鲸，最主要的是小米的电视接口在后面，挂在墙上太不方便，于是618活动果断入手微鲸，用了几天才来评价晒图，速度快，画面不错，ips硬屏感觉不够硬，按屏幕还是有水纹，最大缺点就是资源不多，有些搜出来，看不了，老提示看不了，希望能改善,负面
第一次买微鲸电视，整体感觉电视不错性价比高，但是有一点感觉有点霸王条款，系统自动更新，不能进行选择是否升级！整体满意！我家客厅有点小，刚装上看一会儿还有点晕可能太清晰了。再就是京东的配货速度相当6！给??????！,负面
很好，非常不错的电视。完美屏，除了界面不能把自己下的应用放到最上面。建议改进系统。,负面
开始准备选择小米的，后来朋友介绍微鲸很不错，自己也看了知乎贴吧的一些评论和测评，然后就选择了微鲸。到货后比我想象中大了好多，也很薄，显示效果相当给力，送的挂架也不错，安装师傅还没到，投屏很给力，手机看片投到电视很震撼好给力，你懂的。最关键有一年只换不修，还有谁。送的会员也不错，资源很多，语音识别很快，识别模型有待优化，有些资源明明有但没搜索到，后台系统标签不够细，加油……,负面
50寸也没有很大 颜色偏黄 音效很差 之前买的55寸特别好 感觉微鲸开始不走心了,负面
搬新家准备买电视好久了，度娘上查JD上比…国产几个知名品牌和大法夏普低端系列之间比对～曲面还是普通直面…几度选择崩溃！好吧互联网新贵电视里选一下：小米、乐视………又要选择苦难症了！前几天老婆说她同事买了微鲸电视听说不错！微鲸？什么gui？没听过！开始度娘了解又去各论坛看评测……好吧就这么订了不为别的就是相信产品应该不会让我失望！清空之前放在购物车的其它品牌型号！就它了！送货过程中由于自己家里临时有事有点儿小曲折，感谢平台的及时处理。今天顺利到货！送货小哥非常热情协助开箱检查！完美！太完美！想告诉准备入手的朋友：非常超值！够大够薄够清晰！,负面
电视到货是自己安装的，装好了效果不错不比合资的要差，一开始家里人认为微鲸就是个杂牌电视，但实际用下来感觉还是不错的，有很多人性化上的设计，也希望国产自主品牌能越做越好,负面
非常不错，第三次买了 这次介绍给同学的。起先，知名度不高 怀着忐忑的心情，结果一直好，就是挂架比较贵，年费还涨了199，现在299了。,负面
新电视拆开就开不了机，本来是想退 无奈墙上的挂架已经打洞安好了，只能申请换，现在还没接到换货的电话 还是选大牌子吧,负面
以前没听说过微鲸这个牌子，最近打算买电视才开始了解电视品牌，有互联网品牌也有老品牌，之前一直想买小米但是小米品控不是很好，电视手机漏光层出不穷，还有开关机广告因此放弃，经过半个月对比正好微鲸降价2998果断下手，配送师傅次日晌午来送的，服务态度很是不错，还帮我们安装调试好才走的，给师傅点赞，电视也格外清楚，语音识别也不错，其他功能等到时候追评，遥控器感觉有点迷你，电视说明书也好简洁，总体来说不错，相信京东,负面
大气，上档次，性价比超高，简直就是一次梦幻般购物之旅，对京东再次大幅度加分，。当然了图片大家也都看见了，我的电视柜原先是放25吋的，现在放了这个大家伙哦，嚯，嚯，我的电视柜怎么变得这么小了泥？？！真的是刚刚能放下，真的，电视挂架还没到，很奇怪为什么不一起送。来了之后，挂上之后应该更加给力。然后捏，电视本身更是没的说，完全符合我的预期，溢美之词不再赘述，。千言万语汇做一句，微鲸，给力VABLE！！！！,负面
第一次尝试微鲸电视，原来的电视坏了，本来想买乐视的，一直没买，幸好一直下不定决心，偶尔在一出电视剧里看到这款电视，感觉挺方便的，上京东看，刚好618特价，马上就预约购买了，本来是14号送货，13号就送了，虽然快递小哥态度有点差，但不影响产品质量，之前看过好多评论，真可谓好评如潮！回来自己安装试了一下效果，真心不错，自己在调试的客服人员一直在耐心回答我的各种问题，在此真心感谢！语音识别遥控很好玩，小屁孩拿到乐坏了！整体来说性价比超高！可以连Wi-Fi，真真的高科技产品！以后再也不用搬着手机追电视剧了,负面
电视还可以，速度挺快的，但是开机用的时间久了就会卡，无线投屏反应慢。这可能是安卓的通病吧，家里那台投影仪也是这样。还有，电视可视角度不错，之前有人说45度发白，吓得我差点没买，估计他的是质量问题。第一次开机更新一下系统到最新版本，以后开机就快了，大概几十秒，没什么好在意的。唯一想给差评的地方竟然是京东的物流服务，下单后，不知道是需要先预约才能发货，结果没接到预约客服电话，他们就给我推迟两天发，后来我主动联系客服要求不能推迟发，竟然没一个客服能给我解决问题，都是敷衍我。能找的都找了，花了两天时间给客服解释，打了很多电话也没用，真是有种投诉无门的感觉。就因为没接到你们的电话，就活该推迟两天吗？你们的物流怎么那么死板？本来是要给五星的，说着说着来气了，果断1星。本来打算买来后好不好都退的，来解解气。结果还是没退，因为电视本身确实还满意，就是憋着气很不爽。,负面
电视没什么问题，就是不能和挂架同一天到，且物流方面有点慢，早上打电话问送货师傅他说下午送，结果下午问他说还有8个地方的单子才到我，结果等到快晚上十点才到我家，然后送货师傅只有一个，家里没电梯而且是9楼，开始师傅不太愿意搬上去的，然后说服了他才搬上去，到家后也不等我开箱验货就赶着走了。,负面
电视送来还没安装，价格还是比较合理的，唯一要吐槽的是赠送的支架只能送到电视的收货地址，由于是刚装修好，平时不会过去，所以还要特地跑一趟拿支架。其实既然赠送了可以服务更完善一点，不一定要同一个地址，或者让安装的师傅直接带过来，只不过后台系统处理事情多一点，这个也是服务。,负面
东西可以，配送物流对接不好。需望改进。,负面
好好好非常好 物流超级快18号零点买当天下午就到 就是配送员速度真的太慢了约好了19号下午2～3点过来等到快6点 不要壁挂真的推荐自己安装很容易的总之很满意的一次购物,负面
快递员态度不好,负面
屏幕边框挺窄的，很薄外观不错 画质什么的因为还没入住就先不做评价了 吐槽一下物流日日顺体验太差 私自修改配送时间 早上不送货态度也不好让我帮他一起搬还一直在那指手画脚的 把自己当大爷呢气人 不过电视还是不错的,负面
首先买之前对比了乐视、小米、暴风等品牌，几者各有千秋，乐视配置比较高（3g+16g）的，而且处理器架构是A72，但屏幕是全高清的，超清的价位较高；小米4A55寸的也不错，只是标配版(是2g+8g)；暴风的可分离升级，功能强大，价位合适，真心不错，但缺少地面波接口。综合考虑所以选择这款微鲸的了！(就是应该加强物流配送速度和送货员的专业水平)！,负面
送之前跟客服说了提前两小时叫师傅联系我 结果师傅打电话过来说要直接送来 立马从单位赶回家结果等了送货师傅将近一个小时 期间打了无数个电话 有被挂断的有不接的 联系京东客服也没人回应 然后好不容易送货上门了 态度还不好 真的是醉了,负面
卧室一直想换一台43的，看了很多牌子，对比了很多，突然发现了微鲸这个牌子，京东评分很高，然后仔细研究了一下配置，其实也不是很懂，哈哈，反正最终还是在618选择了微鲸。首先，京东发货确实挺快的，但是送货有点恶心，差评。其次，送货不影响电视机的质量，拿到当晚就试了机子，投屏，华数，下载keep健身APP，会员看电影，都很流畅，开机速度确实有点慢……只能归结于智能机吧。而那些杜比4k什么的还没那种特殊要求，平时看看电视电影已经足够了……618活动也很划算。最后希望会员可以看更多电视电影咯，机子持续好下去咯。,负面
物流不给力，新家暂时没有住人，也不提前联系就直接送货。搞的我来回折腾好几次。电视还不错。,负面
先吐槽一下，618买了4大件，一个疏忽把地址弄错了发单位了，其他3件都可以改地址，就你们微鲸不能改，害我退货重拍白白浪费一张优惠券。电视机总体还是不错的因为还未拉网，其他功能等待验证,负面
想不到今天下午就到货了，惊叹京东的送货快速。开机测试竟然碰到了问题，原来送货员没有搞清楚开关，按错了后面的原型按钮，真是醉了，差点就退货了，好在最后有惊无险。电视目前看来还是蛮惊艳的，速度非常快，就是喇叭好像一般，这款难道没有HiFi和杜比吗？会员申请需要电视系统更新后才能申请，希望后期买家可以借鉴。,负面
这是第一次在京东买大件电器，结果就是一次糟心的经历。618下单以后，电视第一次两三天倒是给送到了，但是我在家里还没收到的时候，送货人员就给我点了签收的确认，我立马打电话，他说就在我楼下，先点了没事。我说万一通电有问题呢？上来之后打开之后，电视黑屏开不了机，给客服打电话，厂家教了半天各种办法都不好使，,负面
