evaluation,label
超高性价比！性价比简直是无敌！虽然造工比不上大品牌，但价格低啊，找不到比这便宜的了。不过想看的都要会员啊，晒单送我3年会员试试看好啦?！,正面
双十一的时候给自家买了台55x3邻居看到后很喜欢，双十二让我帮他买了台43的，还不错支持暴风,正面
值得购买,正面
性价比很高！,正面
不错,正面
非常好，好评,正面
宝贝很好哟，买之前一直担心电视的质量问题，用了一段时间后才明白那是多余的担心，质量没有任何问题，杠杠的，值得信赖。,正面
老品牌，我信任，看着不错啊。,正面
很轻 感觉 挺单薄 不过价格也便宜 对得起 这个价格了,正面
送货快服务及时，态度很好，非常满意！,正面
12月4日零点抢的，12月5日中午前就送到，刚买完的第二天早上8点半就有客服打电话过来确认订单的情况 及物流的时间选择发送，虽然时间太早，但还是感觉很贴心。第二，收到货后，马上打创维的客服热线，下午4点左右不到就家来安装完毕。整个购物体验非常棒。安装的师付也说这电视不错。就是后来加了一条创维的原厂线158元的高清线。以前机顶盒不是高清线。所以，我还是给了5分。,正面
飞利浦的电器不用说 ，质量杠杠的,正面
东西不错，值得拥有。。。。。q,正面
送给姐姐乔迁新居的礼物，今天到货并安装好了。京东服务非常细心，电视也完好正常，姐姐很满意!,正面
画面清楚、质量保证,正面
画面清晰 师傅安装很好很快 满意,正面
双11 949元买的，价格实惠，能用就行。,正面
显示效果很棒，音质一般般！放在店里用，屏幕大，性价比还可以吧，虽然别其他品牌的贵一点，但资源多！整体做工一般，塑料感挺强的，家里用的话不建议这款！接口比较丰富。整体中规中矩！晒图的视频是超清画质，开启杜比音效的效果，供大家参考！ 晒单： 收起 向左转 向右转,正面
挺好的,正面
东西不错，就是货运特别慢，多次打电话才送到。,正面
挺好的,正面
老家乡里的电视被小娃娃弄坏了，一直都想换一个新电视 在京东上看了又看等到双十一的时候也没下手心里还有些后悔 直到前几天看到风行电视在搞活动果断下单 昨晚师傅送货到家安装好了 电视效果不错 清晰 声音洪亮 物美价廉 希望风行能够越做越好 越做越大,正面
刚开箱试机，屏幕质地很好，画面清淅度高，功能很全，这个价格很值了！,正面
便宜实惠，就是色彩的鲜艳度差了点，如果要求不高还是可以接受的,正面
还是不错的，反应还是比较快的！！！ 晒单： 收起 向左转 向右转 2017-12-10 21:54:20 追加： 电视外观挺不错的，玫瑰金的边框彰显美感。电视遥控操作起来也很方便，遥控器不错，比较灵敏！还会继续购买！！ 收起 向左转 向右转,正面
正品，很好，经常买,正面
不错,正面
还不错。性价比挺高的,正面
果然超薄，也没有太多发热，双十二下单，除了送货时间久点，其他都不错,正面
不错,正面
电视不错，大品牌没问题，比较清晰,正面
使用了两周，效果不错,正面
物流就是赞。服务态度好 ，开箱检查确保没问题。已上电测试，没问题，清晰度好。,正面
电视还没安装，等待安装。不过看着挺好的,正面
确实是没有辜负期望，值得购买，信赖大！,正面
给父母买的，还不错。不亏是小米。,正面
物流可以，装机也快捷，不错,正面
快递送货快，售后服务态度很好，安装师傅上门安装，耐心细致讲解疑问。电视清晰度高，音质不错。暂时没有发现问题。,正面
电视挺大的，支架就2颗螺丝放不稳，摆电视柜上一碰就摇摇晃晃，猫爬柜子上碰了下电视直接掉地上碎屏了，不退不换，修理费3298元比新买还贵，无语……,负面
新电视拆开就开不了机，本来是想退 无奈墙上的挂架已经打洞安好了，只能申请换，现在还没接到换货的电话 还是选大牌子吧,负面
一星都不值，六一收货，六二开机（第三次开机）出现黑屏，拍照反应给京东，要求退货，京东安排厂家售后检测，检测师傅上门开机，翻翻菜单，记录sn码，就得出结论机器正常，对您没看错就这么简单，这就是故障检测。并且填写服务单是可以涂改的，用语还是要向上面人请示的，按实际填写好像还不行，这就是微鲸的售会。我直接拒签了这个服务单。把服务单发出来大家看看，京东售后也看看是不是与你们收的反馈一致，我这是复印第三联。顺便把故障照片也发一下大家也看看。发这个评论时是六月十二日晚八点了。至今我还在等着结果。但愿我这是个例，算我倒霉，说这么多供大家参考吧。,负面
电视挺大的，支架就2颗螺丝放不稳，摆电视柜上一碰就摇摇晃晃，猫爬柜子上碰了下电视直接掉地上碎屏了，不退不换，修理费3298元比新买还贵，无语……,负面
货己收到，维修标贴损毁，售后说派人上门，结果被忽悠，感觉还行，没人安装，自己动手，已经在使用了,负面
已经是第三台微鲸电视了，总体上微鲸电视性价比还是非常高的。服务也很到位，之前买的第一台微鲸电视，到家后没有一星期就出现了黑屏的问题。立马联系了客服，第二天还是第三天师傅就上门来检查电视问题，确认是电视的问题后，填了相关单据后接着就给换了台新的，到现在没什么问题，这也是我还能买第二台，第三台的原因。不过电视只有1年的保修，还是建议大家购买京东的延保服务，花小钱办大事，用起来也省心。总之微鲸电视还是很不错的，短时间内得到了大家的认可，希望能越做越好。,负面
lj啊，刚过一个月就出了问题，卡机，进不去系统了，不能退了，给换了一个，悔不当初啊,负面
差评差评差评,负面
第二次买微鲸的产品，主要还是看了之前哔哩哔哩上面的比较。最后在和小米电视之间选了微鲸。在软件方面没有太大问题，因为微鲸本身就是电视猫的定制版，软件安装也没有太多问题，非常方便。但是有一点觉得略微小失望，就是原本写支持HDR，但是好像不知道如何在系统里面打开…如果没有HDR虽然也没有影响，但是一开始不宣传就可以了…,负面
电视暂时看着还可以，就是屏幕上有点脏，卖家服务态度很好，就是配送的东西太慢了，半个多月了还没收到赠品呢,负面
国产新秀牌子，6，18拍的，说是送手环，价格也不高，抱着试试看的想法拍的，价格2998.说说优点吧：1.很大，真大，比想象中大不少，这个价格基本买不到别的牌子这么大的。所以性价比高。2，ips硬屏就是好，可视角度大，，颜色不失真。3，底座安装没要钱，免费。4，系统流畅，配置高2+16G，没卡顿，5，系统开放，软件安装没限制6，usb3.0速度快，.蓝牙语音遥控很好用，7，活动免费送一幅挂架，已收到。优点一堆，想到这么多想说这些吧，缺憾：1，用网络看直播电视清晰度不够，家里20m移动宽带，有时略卡。和广电有线高清节目相比有差距，毕竟那些节目得花银子。2.高清节目最好买腾讯会员或者其他会员，赠的会员我还没来得及兑换。(感觉现在买电视像买汽车后期要想享受还得花钱)3，作为微鲸这款55最便宜的电视虽是硬屏但是国产京东方产的，质量不知道咋样，去年好像LG的，又是节约成本的地方。所以既然是初级入门产品，对画质要求高的还是建议选中高端拳头产品型号。第一次码字这么多，累啊……够50字了吧？,负面
还行吧，可以，这个个价钱，要什么真4。一般般喽,负面
很垃圾，买了两台电视，账号不能通用，如果送的会员到期，到时候还要买两个会员，一个会员只能用一台电视。我靠。屏幕偏暗。后悔中。。。。,负面
居然没有发票？！京东太让人失望了，电视刚开始用，有些功能还没试，用过再评价。遥控器非常好用，操作和手机类似，很简单，家里老人也很快上手。,负面
垃圾电视。整天死机的。,负面
垃圾中的战斗机，新机到手，通电后，闪一下就开不了机了,负面
买个了5000块的的电视，结果因为客服问题。电视到了几天放等个挂架。你挂架和电视分开送就算了，明明是下单就可以登记发货挂架的。结果跟我说收到货才登记。就算收货登记也就算了，发货还要7个工作日。这是什么概念？起码12天。垃圾的微鲸，再也不买你们产品了,负面
强烈差评，这么明显的亮度不均，发白，加色差，竟然说是正常现象，我倒问一下眼睛正常不。,负面
送货很快，但是没有送支架，说是评论后送支架，所以无法评价质量。“6.17号22点2998限量秒杀500台！送89元原装挂架！评论晒单再送价值199元智能手环”---从活动的表述上看，应该支架与评价无关。我不理解，商家要这样的评价有何用处？要看有内涵的评价只能等以后再说了。,负面
"显示效果还行，操作系统略卡。语音助手等于xujia宣传，因为需要你额外购买一个，在宣传页仔细看才能看到藏在里面很小的一行字""语音遥控器需要购买"" 不知道为啥今年电视机涨价这么多，去年买的微鲸4k 43寸才1298 今年一个1080p的都要1800",负面
一般般啦！都是涨价后买的！质量嘛就是中低档啦,负面
一星都不值，六一收货，六二开机（第三次开机）出现黑屏，拍照反应给京东，要求退货，京东安排厂家售后检测，检测师傅上门开机，翻翻菜单，记录sn码，就得出结论机器正常，对您没看错就这么简单，这就是故障检测。并且填写服务单是可以涂改的，用语还是要向上面人请示的，按实际填写好像还不行，这就是微鲸的售会。我直接拒签了这个服务单。把服务单发出来大家看看，京东售后也看看是不是与你们收的反馈一致，我这是复印第三联。顺便把故障照片也发一下大家也看看。发这个评论时是六月十二日晚八点了。至今我还在等着结果。但愿我这是个例，算我倒霉，说这么多供大家参考吧。,负面
这个电视到货后非常满意：1.屏幕为京东方三色硬屏，效果相当出众，2.声音效果比一般三千机器的好一些，3.系统响应速度快，两G运存不错，4.蓝牙语音遥控方便操作，5.屏占比算比较好的了。不足是不标配挂架，愿微鲸越来越好!,负面
只想给差评,负面
最差劲的一次购物，半颗星都不想给，电视无法领取会员客服都无法解决，让打技术支持电话，打电话给技术支持，态度不错，告诉我也没办法解决，要下班了，第二天再找相关人员解决。电话过程中，旁边其他客服聊天声音特别大。 特别是京东回复客服，完全没有替客户解决问题的态度，微鲸客服严重需要培训啊。太失望了，本来抱很大希望的。这台机器肯定是退货后从新包装了又直接发过来的。账号已经被领取过了。,负面
我家沙发到电视机墙距离是6米多，65寸的真是大，太棒了，今天正好在家看NBA总决赛，爽啊，再配个音箱就更棒了，就是感觉声音有点小。,负面
电视还行，买了后有点小问题，客服叫了维修的来解决了。然而价格没几天就降价这个感觉有欺骗性。之前买的时候还问了有没有优惠，有没有其他活动，告诉已经最大力度了，已经优惠了等等，看了两天准备来评价，一看又有活动，价格更便宜了。这才一个多星期，感觉是活动天天有，价格总在变,负面
既然购买了，就安心用吧，感觉一般，电视无线会时不时的掉线，要重启！不是太好用！清晰度还行。,负面
开机慢，喇叭声音效果一般，买了两天就降价，还好补了差价。,负面
开机要很久 色彩很差 慎重,负面
送货速度很快，很漂亮，就是开机有点慢的样子,负面
听同事的推荐买了微鲸电视，他半年前买的另一款42吋的，但现在涨价1000，我就买了便宜的这一款，比他的42吋的还要贵。 便宜，画面不错，送会员，不过感觉资源不够新。。京东的快递真是让人惊叹，次日达不错。 不用额外的机顶盒就能看网络电视。 需要吐槽的是1.支架好单薄啊，就细细的两根塑料，对照海信的支架，我比较担心。2.插座竟然是两相的，线非常细，好的，你开心就好。3.开机时间太长了，我洗个大苹果，吃完了，开机画面还在让我耐心等待。 才买了两天，我过段时间再来。,负面
性价比一般，开机巨慢，很厚，屏幕颗粒感明显，找不到关机健，好像没有。想买40寸的，一直说不支持在当地区销售，都一年还一样，非常不满意。家里两个微鲸的，对50寸的挺满意，这个32的真心不怎么样！建议40寸的，要是像我一样，不支持当地销售的就换别家电视，最后一张是50寸的,负面
这价位的话算32寸里不错的，塑料外壳有点低端，做工一般，屏幕显示效果也马马虎虎，没有物理开机键，通电后自动开机有点不人性化只能长时间待机，接口还算齐全，开机慢内存小装不了多少app，一般看看机顶盒也够用了,负面
最垃圾的电视，无线网络经常链接不上，我家网络完全正常，其他电视或者手机电脑的wifi无线链接一直正常，售后垃圾，安装师傅软件安装一半承诺第二天来继续安装，之后就没来了，客服售后的解决是 ：也没办法联系他们当地这些零零碎碎工程师,负面
比想象中的小一号的。画质确实不怎么样 到底便宜些的就之前买的大的好象没法比,负面
不习惯给差评的我忍不住要评价这个电视，这个电视真的不咋滴，很卡（卡到你怀疑人生），而且连接无线网经常掉线！清晰度也跟不上，真心不推荐！,负面
电视颜色偏暗，手机上能看清楚的视频到电视上黑成不行，用了半个月死了两次机，整体外观勉强，前年买了一个tcl的金色的比这个好多了价格差不多，电视自己提供的如学堂tv、zaker新闻会卡机，应用更新不行，属于有了前期后期跟不上系列，但是遥控器很喜欢，按键声音也喜欢喇叭也够大，真的亮度很鸡肋,负面
还行，电视清晰度不太好，毕竟价位在那里，算是对得起这价钱吧,负面
觉得一般，画面清晰度不高。其他还是,负面
开机要很久 色彩很差 慎重,负面
老人表示色彩不好，而且系统有限制，下载软件只有那么几个,负面
买了很后悔，功能非常差。外接音响均衡器等都不行的。只能当老人机用。屏幕分辨率也粗糙不高，清晰度不够。本来买来唱歌当屏用的，结果用不上，后悔啊！,负面
买之前就看到很多评论说屏幕不行，但是价格便宜，性价比比较高，所以就买了这款。收到货后确实屏幕是不怎么样，屏幕很暗，不艳丽。陆壹捌前几天买的壹壹玖捌元，问了客服陆壹捌会不会有活动，说价了，而且保价三十天。到陆壹捌就又降了壹佰原，问客服价格保护，好多天了也没个音讯。京东客服确实不行，回复慢不说，还经常不回复你，不如猫天上的好，随时在线。,负面
屏幕拐角明显暗，图像不到边。工程师上门尽然说没问题！退货还要收100元的开箱费，帮别人买的，只有凑合看吧！垃圾！垃圾！,负面
性价比一般，开机巨慢，很厚，屏幕颗粒感明显，找不到关机健，好像没有。想买40寸的，一直说不支持在当地区销售，都一年还一样，非常不满意。家里两个微鲸的，对50寸的挺满意，这个32的真心不怎么样！建议40寸的，要是像我一样，不支持当地销售的就换别家电视，最后一张是50寸的,负面
电视的功能不错，就是太厚了,负面
"电视太厚了,比我另一个5年前的还厚,做工一般",负面
电视真厚啊，后面质感太次了，遥控器后盖怎么怪怪的，缺一个甲，怎么回事？都这样吗？系统没有乐视好。,负面
买了两款电视，55寸的表现出众，性能强劲，性价比很有诱惑力。这款32寸的就稍显不足，款式陈旧，性能一般，价钱没优势，略感遗憾。,负面
电视真厚啊，后面质感太次了，遥控器后盖怎么怪怪的，缺一个甲，怎么回事？都这样吗？系统没有乐视好。,负面
配件不齐全，没有墙壁挂架，无法安装，还要单独购买,负面
开机慢，喇叭声音效果一般，买了两天就降价，还好补了差价。,负面
一分都不想给，京东这次让我太失望了，买的电视没有声音，说是退货上门取件，规定好的时间不去，一直拖着，联系客服，客服也不回应，千万不要相信京东自营，说的特别好，做起事来，你就知道了，这次真是太失望了！,负面
听同事的推荐买了微鲸电视，他半年前买的另一款42吋的，但现在涨价1000，我就买了便宜的这一款，比他的42吋的还要贵。 便宜，画面不错，送会员，不过感觉资源不够新。。京东的快递真是让人惊叹，次日达不错。 不用额外的机顶盒就能看网络电视。 需要吐槽的是1.支架好单薄啊，就细细的两根塑料，对照海信的支架，我比较担心。2.插座竟然是两相的，线非常细，好的，你开心就好。3.开机时间太长了，我洗个大苹果，吃完了，开机画面还在让我耐心等待。 才买了两天，我过段时间再来。,负面
硬件一般，但是软件很棒，,负面
这价位的话算32寸里不错的，塑料外壳有点低端，做工一般，屏幕显示效果也马马虎虎，没有物理开机键，通电后自动开机有点不人性化只能长时间待机，接口还算齐全，开机慢内存小装不了多少app，一般看看机顶盒也够用了,负面
材质不好塑料感明显，电视分量很轻，厚度比我5年的索尼还厚，硬件参数还可以，内容资源不错,负面
电视很满意，安装差了一点，安装师傅只说会有划痕，没想到会这么严重，墙体颜色不太好补，对于有强迫症的老公来说，已经抓狂了，不过还是给个正常评价吧，希望电视能够不让人失望,负面
"电视太厚了,比我另一个5年前的还厚,做工一般",负面
非常差的产品，质量差的不能再差。刚刚买来一个月换第一次，结果换货换好几天，换来傍晚到货，看一会，出去玩了回来开不了机。服了,负面
价格便宜，色彩不错，就是有时候打开应用的时候会黑屏。。,负面
显示效果一般，没想象中的惊艳。电视材料用的也很廉价。,负面
新电视买回家不到十多天，底座支架因质量问题断裂，电视从桌子上摔坏，打售后电话，人员一直推脱不上门鉴定处理。现在只能给差评，就看微鲸公司处理的结果了。希望微鲸公司能直面问题，敢于担当，给出大家能接受的处理意见。,负面
性价比高，做工一般,负面
这价位的话算32寸里不错的，塑料外壳有点低端，做工一般，屏幕显示效果也马马虎虎，没有物理开机键，通电后自动开机有点不人性化只能长时间待机，接口还算齐全，开机慢内存小装不了多少app，一般看看机顶盒也够用了,负面
差评！！！6.8买1298.才过十天就降价200。有意思么，电气类就那么不值钱？？？,负面
价格一般，这个牌子的电视就是那样价格波动很大，好像现在还比合资的价格还高得离谱，支持国产的信念没有改变，下单了就不退了，合理价格一五久久左右就有市场了，现在这个价格就算了！！！,负面
京东购买永远也不知道最好价格是多少，自己感觉合适就行。虽然知道买贵了很不爽，但是品质还是有保证的！,负面
买了后居然降价，整整便宜150块,负面
买了两款电视，55寸的表现出众，性能强劲，性价比很有诱惑力。这款32寸的就稍显不足，款式陈旧，性能一般，价钱没优势，略感遗憾。,负面
听同事的推荐买了微鲸电视，他半年前买的另一款42吋的，但现在涨价1000，我就买了便宜的这一款，比他的42吋的还要贵。 便宜，画面不错，送会员，不过感觉资源不够新。。京东的快递真是让人惊叹，次日达不错。 不用额外的机顶盒就能看网络电视。 需要吐槽的是1.支架好单薄啊，就细细的两根塑料，对照海信的支架，我比较担心。2.插座竟然是两相的，线非常细，好的，你开心就好。3.开机时间太长了，我洗个大苹果，吃完了，开机画面还在让我耐心等待。 才买了两天，我过段时间再来。,负面
刚买就降价，郁闷！郁闷！郁闷！送货人员很敬业，赞一个。,负面
刚买就降价了,负面
刚买两天就降价，还说保价，结果还是不给退，无语，,负面
买了才五天就降价了，我还是预约抢购的等到了夜里十二点过后。那还要抢购什么?找客服根本没反应。直接不理你。,负面
电视颜色偏暗，手机上能看清楚的视频到电视上黑成不行，用了半个月死了两次机，整体外观勉强，前年买了一个tcl的金色的比这个好多了价格差不多，电视自己提供的如学堂tv、zaker新闻会卡机，应用更新不行，属于有了前期后期跟不上系列，但是遥控器很喜欢，按键声音也喜欢喇叭也够大，真的亮度很鸡肋,负面
老人表示色彩不好，而且系统有限制，下载软件只有那么几个,负面
网络电视沒有浏览器，手机安装应用功能不能连接。强迫用户安装机顶盒。客服态度不错。买了个气人的商品。望其它用户慎买。,负面
听同事的推荐买了微鲸电视，他半年前买的另一款42吋的，但现在涨价1000，我就买了便宜的这一款，比他的42吋的还要贵。 便宜，画面不错，送会员，不过感觉资源不够新。。京东的快递真是让人惊叹，次日达不错。 不用额外的机顶盒就能看网络电视。 需要吐槽的是1.支架好单薄啊，就细细的两根塑料，对照海信的支架，我比较担心。2.插座竟然是两相的，线非常细，好的，你开心就好。3.开机时间太长了，我洗个大苹果，吃完了，开机画面还在让我耐心等待。 才买了两天，我过段时间再来。,负面
电视真厚啊，后面质感太次了，遥控器后盖怎么怪怪的，缺一个甲，怎么回事？都这样吗？系统没有乐视好。,负面
电视也就一般没有说的那么神奇！客服妹妹态度不好半天没人应答！微鲸热线是没人接电话吗？打了半个小时没人接电话～！还好大的那台没买微鲸 不然会被气死～！物流人员态度也不是很好,负面
东西不错，送快递的不行，我自己拿上来的，过了好几天了，才评价，6，18估计还要便宜，算了不等了,负面
快递员服务不是很理想,负面
好慢得物流啊！相信现代得微鲸产品,负面
不好意思，才来评价，电视不错，就是选的小了点，应该选40的，现在看着很不错，就是挂架贵了点，169安装的还不能调节角度，有点小失望。,负面
电视很满意，安装差了一点，安装师傅只说会有划痕，没想到会这么严重，墙体颜色不太好补，对于有强迫症的老公来说，已经抓狂了，不过还是给个正常评价吧，希望电视能够不让人失望,负面
挂墙加价可以理解。过来装机还收100块。完全没有售后可言。买得窝气。,负面
垃圾产品，安装座装还要收费用，其他牌子都不用,负面
最垃圾的电视，无线网络经常链接不上，我家网络完全正常，其他电视或者手机电脑的wifi无线链接一直正常，售后垃圾，安装师傅软件安装一半承诺第二天来继续安装，之后就没来了，客服售后的解决是 ：也没办法联系他们当地这些零零碎碎工程师,负面
不习惯给差评的我忍不住要评价这个电视，这个电视真的不咋滴，很卡（卡到你怀疑人生），而且连接无线网经常掉线！清晰度也跟不上，真心不推荐！,负面
电视也就一般没有说的那么神奇！客服妹妹态度不好半天没人应答！微鲸热线是没人接电话吗？打了半个小时没人接电话～！还好大的那台没买微鲸 不然会被气死～！物流人员态度也不是很好,负面
电视质量不知道，反正没给我送货入户，客服也没人理,负面
买了才五天就降价了，我还是预约抢购的等到了夜里十二点过后。那还要抢购什么?找客服根本没反应。直接不理你。,负面
买之前就看到很多评论说屏幕不行，但是价格便宜，性价比比较高，所以就买了这款。收到货后确实屏幕是不怎么样，屏幕很暗，不艳丽。陆壹捌前几天买的壹壹玖捌元，问了客服陆壹捌会不会有活动，说价了，而且保价三十天。到陆壹捌就又降了壹佰原，问客服价格保护，好多天了也没个音讯。京东客服确实不行，回复慢不说，还经常不回复你，不如猫天上的好，随时在线。,负面
一般，差强人意，还弄了点不愉快，投诉了好久才解决,负面
屏幕拐角明显暗，图像不到边。工程师上门尽然说没问题！退货还要收100元的开箱费，帮别人买的，只有凑合看吧！垃圾！垃圾！,负面
一分都不想给，京东这次让我太失望了，买的电视没有声音，说是退货上门取件，规定好的时间不去，一直拖着，联系客服，客服也不回应，千万不要相信京东自营，说的特别好，做起事来，你就知道了，这次真是太失望了！,负面
新电视买回家不到十多天，底座支架因质量问题断裂，电视从桌子上摔坏，打售后电话，人员一直推脱不上门鉴定处理。现在只能给差评，就看微鲸公司处理的结果了。希望微鲸公司能直面问题，敢于担当，给出大家能接受的处理意见。,负面
一般般。这个价位也不会抱太多的期望。比某某TV还是好很多。,负面
